hotel_name;location_name;rate;image_url;description;price;stars;parking;restaurant;pets;smoking;swimmingPool;beachFront;airConditioning;freeWiFi;sauna;fitness;category
Hotel Savoy;Portimao;3;https://traffickcam.com/images/2017/8/20160714_192227_CW06R9.jpg;Hotel 'Hotel Savoy' at  Portimao without parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);89;3;0;0;0;0;1;1;0;0;1;0;1
Comfort Suites;Fraser;10;https://traffickcam.com/images/2017/8/20160714_211926_GTZWEG.jpg;Hotel 'Comfort Suites' at  Fraser with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);511;1;1;0;1;1;1;1;0;0;1;1;6
Comfort Inn And Suites Oxford;Silvaplana;5;https://traffickcam.com/images/2017/8/20160714_213757_LFAG84.jpg;Hotel 'Comfort Inn And Suites Oxford' at  Silvaplana with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);638;3;1;1;1;1;1;0;1;1;0;1;1
Motel 6 Canton  GA;Wladyslawowo;9;https://traffickcam.com/images/2017/8/20160714_234722_QKXADH.jpg;Hotel 'Motel 6 Canton  GA' at  Wladyslawowo without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);289;5;0;0;1;1;1;1;0;0;1;1;6
Sawridge Inn - Edmonton South;El Tarter;7;https://traffickcam.com/images/2017/8/20160715_011001_ZOL8H2.jpg;Hotel 'Sawridge Inn - Edmonton South' at  El Tarter without parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);453;3;0;1;1;0;0;1;0;1;1;0;6
Comfort Suites South Haven;Casa El Mendigo;10;https://traffickcam.com/images/2017/8/20160715_015718_34RZHA.jpg;Hotel 'Comfort Suites South Haven' at  Casa El Mendigo with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);669;5;1;1;0;1;1;0;1;0;1;1;2
City Center Apartments;Tukums;9;https://traffickcam.com/images/2017/8/20160715_021426_S3EU9C.jpg;Hotel 'City Center Apartments' at  Tukums with parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);741;2;1;0;0;0;1;1;0;0;1;0;5
Grand Hotel Puccini;Bengbu;2;https://traffickcam.com/images/2017/8/20160715_023934_DY0SU8.jpg;Hotel 'Grand Hotel Puccini' at  Bengbu without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);133;1;0;1;0;0;0;1;1;1;0;0;6
Americas Best Value Inn;Logrono;7;https://traffickcam.com/images/2017/8/20160715_025140_LTS24Y.jpg;Hotel 'Americas Best Value Inn' at  Logrono without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);740;5;0;0;1;0;0;0;0;0;0;1;3
NH Collection Milano President;Dahme;2;https://traffickcam.com/images/2017/8/20160715_025702_3U4DBV.jpg;Hotel 'NH Collection Milano President' at  Dahme without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);29;3;0;0;0;1;0;0;1;0;0;0;3
Comfort Inn On the Ocean;Galatina;6;https://traffickcam.com/images/2017/8/20160715_030748_AKVN62.jpg;Hotel 'Comfort Inn On the Ocean' at  Galatina with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);984;1;1;0;1;0;0;1;1;1;0;1;3
Don Fernando De Taos;Puig de Ros;9;https://traffickcam.com/images/2017/8/20160715_034608_XMCTFE.jpg;Hotel 'Don Fernando De Taos' at  Puig de Ros without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);237;1;0;1;0;1;0;1;0;0;0;1;5
Mangana Konak;Llucmajor;9;https://traffickcam.com/images/2017/8/20160715_041517_A2S8NN.jpg;Hotel 'Mangana Konak' at  Llucmajor with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);78;2;1;1;1;1;1;1;1;0;0;0;6
Americas Best Value Inn Sunnyvale;Westerland;7;https://traffickcam.com/images/2017/8/20160715_112044_BBJHYL.jpg;Hotel 'Americas Best Value Inn Sunnyvale' at  Westerland without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);226;3;0;0;1;1;1;0;1;1;1;1;6
Ramada Toledo Hotel and Conference Center;Westerland;3;https://traffickcam.com/images/2017/8/20160715_120947_VRZP0W.jpg;Hotel 'Ramada Toledo Hotel and Conference Center' at  Westerland with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);192;1;1;1;1;1;0;1;1;1;0;1;1
Country Inn & Suites By Carlson  Covington  LA;Selles;9;https://traffickcam.com/images/2017/8/20160715_125651_8M6OLZ.jpg;Hotel 'Country Inn & Suites By Carlson  Covington  LA' at  Selles with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);512;1;1;1;0;0;1;1;1;0;0;1;6
Holiday Inn Express Portsmouth - Gunwharf Quays;Pregelan;1;https://traffickcam.com/images/2017/8/20160715_140952_9AWA9N.jpg;Hotel 'Holiday Inn Express Portsmouth - Gunwharf Quays' at  Pregelan without parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);864;5;0;1;1;0;0;1;1;1;1;0;1
Hotel Marina DelfAn Verde;Naithon;7;https://traffickcam.com/images/2017/8/20160715_141237_1W9C2R.jpg;Hotel 'Hotel Marina DelfAn Verde' at  Naithon without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);286;3;0;0;1;0;1;0;0;0;0;0;5
Hotel Weber Ambassador;Umkomaas;3;https://traffickcam.com/images/2017/8/20160715_142322_FISRAW.jpg;Hotel 'Hotel Weber Ambassador' at  Umkomaas without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);566;4;0;0;0;0;0;1;0;1;1;1;4
Comfort Inn & Suites;Guimar;3;https://traffickcam.com/images/2017/8/20160715_160252_SNN6T8.jpg;Hotel 'Comfort Inn & Suites' at  Guimar without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);299;2;0;0;1;0;0;1;1;0;1;0;2
Rodeway Inn Pine River;Chetnole;1;https://traffickcam.com/images/2017/8/20160715_164951_RZK7K9.jpg;Hotel 'Rodeway Inn Pine River' at  Chetnole without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);299;4;0;0;1;0;1;0;0;1;1;1;4
Hotel Beau Rivage;Timmendorfer Strand;8;https://traffickcam.com/images/2017/8/20160715_190317_0S6D3X.jpg;Hotel 'Hotel Beau Rivage' at  Timmendorfer Strand without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);435;5;0;0;1;1;0;1;0;1;1;0;1
Comfort Inn;Lochinver;9;https://traffickcam.com/images/2017/8/20160715_212841_8PFKSE.jpg;Hotel 'Comfort Inn' at  Lochinver without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);321;4;0;0;1;0;0;0;1;0;1;0;4
The New Ellington;Osaka;3;https://traffickcam.com/images/2017/8/20160715_213339_6XO19P.jpg;Hotel 'The New Ellington' at  Osaka without parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);149;2;0;1;1;0;0;0;1;0;0;0;6
Gran Hotel Cervantes by Blue Sea;Wertheim;4;https://traffickcam.com/images/2017/8/20160715_221517_YH9G3A.jpg;Hotel 'Gran Hotel Cervantes by Blue Sea' at  Wertheim with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);962;1;1;1;1;1;0;0;1;1;0;1;3
Hampton Inn Altoona;Da Nang;10;https://traffickcam.com/images/2017/8/20160715_221555_OIG4H1.jpg;Hotel 'Hampton Inn Altoona' at  Da Nang with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);62;3;1;0;1;0;1;1;0;0;1;1;4
Hilton Saint John;Wertach;10;https://traffickcam.com/images/2017/8/20160715_230701_Q1DMEV.jpg;Hotel 'Hilton Saint John' at  Wertach without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);660;2;0;1;1;1;1;1;1;1;0;0;6
Canifor Hotel;Brecon;4;https://traffickcam.com/images/2017/8/20160715_230915_R7BNSR.jpg;Hotel 'Canifor Hotel' at  Brecon without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);866;2;0;0;1;1;0;1;0;1;1;0;5
Riu Palace Mexico All Inclusive;London;1;https://traffickcam.com/images/2017/8/20160715_233448_UPI3Y8.jpg;Hotel 'Riu Palace Mexico All Inclusive' at  London with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);681;3;1;1;1;1;1;1;0;1;1;1;2
Holiday Inn Express Hotel & Suites Greenville Airport;Sarnitsa;3;https://traffickcam.com/images/2017/8/20160715_235700_5GKBTN.jpg;Hotel 'Holiday Inn Express Hotel & Suites Greenville Airport' at  Sarnitsa without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);532;3;0;1;0;0;0;1;0;1;1;1;1
MCM Elegante Suites;Adler;5;https://traffickcam.com/images/2017/8/20160716_001544_1GLXNV.jpg;Hotel 'MCM Elegante Suites' at  Adler with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);759;4;1;0;1;0;0;0;1;0;1;0;1
The Pines Resort;Janjina;2;https://traffickcam.com/images/2017/8/20160716_021332_CC30R3.jpg;Hotel 'The Pines Resort' at  Janjina with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);537;2;1;1;1;0;0;1;1;0;1;1;1
Sleep Inn & Suites;Sri Thanu;10;https://traffickcam.com/images/2017/8/20160716_041029_0J2EP3.jpg;Hotel 'Sleep Inn & Suites' at  Sri Thanu without parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);839;3;0;1;1;1;0;0;0;0;0;1;3
Best Western Hotel Universo;Albuquerque;8;https://traffickcam.com/images/2017/8/20160716_042734_QYM403.jpg;Hotel 'Best Western Hotel Universo' at  Albuquerque without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);735;4;0;0;1;0;0;1;1;0;1;0;1
Hilton Garden Inn Bend;Arenys De Mar;3;https://traffickcam.com/images/2017/8/20160716_053649_CGOBQX.jpg;Hotel 'Hilton Garden Inn Bend' at  Arenys De Mar with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);242;1;1;0;0;0;0;1;1;1;1;0;1
Holiday Inn Express Hotel & Suites Royse City;Pozzallo;9;https://traffickcam.com/images/2017/8/20160716_115142_5E73L9.jpg;Hotel 'Holiday Inn Express Hotel & Suites Royse City' at  Pozzallo with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);577;5;1;1;0;1;0;0;1;1;1;0;2
La Casa Del Mar;Paceville;4;https://traffickcam.com/images/2017/8/20160716_122426_F3NSX6.jpg;Hotel 'La Casa Del Mar' at  Paceville without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);900;5;0;0;1;0;1;0;1;0;0;0;2
Extended Stay America Philadelphia - Exton;Chiu-fen;7;https://traffickcam.com/images/2017/8/20160716_134609_1F407M.jpg;Hotel 'Extended Stay America Philadelphia - Exton' at  Chiu-fen with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);334;5;1;1;1;1;0;0;0;1;0;0;5
Mashariki Palace Hotel;Clearwater Beach;7;https://traffickcam.com/images/2017/8/20160716_145207_HZPISK.jpg;Hotel 'Mashariki Palace Hotel' at  Clearwater Beach without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);477;2;0;1;0;1;0;0;1;1;1;0;4
NH La CoruAa AtlAntico;Ho Chi Minh;7;https://traffickcam.com/images/2017/8/20160716_153143_A1ZNTF.jpg;Hotel 'NH La CoruAa AtlAntico' at  Ho Chi Minh with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);346;4;1;0;0;0;0;1;0;0;0;1;1
Lancaster Inn and Suites;Yeysk;4;https://traffickcam.com/images/2017/8/20160716_153828_H4FB9D.jpg;Hotel 'Lancaster Inn and Suites' at  Yeysk with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);678;2;1;0;1;0;0;1;0;1;0;0;1
Embassy Suites Lompoc - Central Coast;Colonia Sant Jordi;1;https://traffickcam.com/images/2017/8/20160716_201924_2RPQM7.jpg;Hotel 'Embassy Suites Lompoc - Central Coast' at  Colonia Sant Jordi with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);35;5;1;0;0;1;0;0;0;0;0;0;1
Comfort Inn Claremore;Hollywood;6;https://traffickcam.com/images/2017/8/20160716_211107_S7MXGL.jpg;Hotel 'Comfort Inn Claremore' at  Hollywood with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);477;5;1;1;1;0;1;1;0;0;1;1;6
Mercure Montpellier Centre Antigone;Sanur;3;https://traffickcam.com/images/2017/8/20160716_211722_FVVCJ5.jpg;Hotel 'Mercure Montpellier Centre Antigone' at  Sanur with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);542;3;1;0;1;1;1;0;0;0;0;1;2
Grand Hotel & Spa;Llansantffread;5;https://traffickcam.com/images/2017/8/20160716_224119_33IZWU.jpg;Hotel 'Grand Hotel & Spa' at  Llansantffread without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);377;3;0;0;0;0;0;1;0;0;1;0;4
Oasis Hotel Apartments;Roch;5;https://traffickcam.com/images/2017/8/20160717_002515_H1TLZN.jpg;Hotel 'Oasis Hotel Apartments' at  Roch with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);157;2;1;0;1;1;1;0;0;1;0;1;4
Hillwinds Inn;Abbiadori;3;https://traffickcam.com/images/2017/8/20160717_014112_TV16HZ.jpg;Hotel 'Hillwinds Inn' at  Abbiadori with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);437;1;1;1;1;1;0;1;1;1;1;1;2
Brundage Inn;St. Petersburg;6;https://traffickcam.com/images/2017/8/20160717_020346_LBVAF9.jpg;Hotel 'Brundage Inn' at  St. Petersburg with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);368;5;1;1;0;0;1;0;0;1;0;1;6
Motel 6 Urbana;Cape Town;7;https://traffickcam.com/images/2017/8/20160717_042846_6X5Y1A.jpg;Hotel 'Motel 6 Urbana' at  Cape Town without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);550;3;0;0;0;1;0;0;0;0;0;1;4
Hotel Plinius;Madrid;3;https://traffickcam.com/images/2017/8/20160717_053854_R4T162.jpg;Hotel 'Hotel Plinius' at  Madrid without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);913;4;0;0;1;0;1;0;0;0;0;0;1
Best Western Geelong Motor Inn & Serviced Apartments;Llanarthney;3;https://traffickcam.com/images/2017/8/20160717_114008_68BDC7.jpg;Hotel 'Best Western Geelong Motor Inn & Serviced Apartments' at  Llanarthney without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);763;1;0;0;1;0;0;1;0;1;0;0;5
Wingate By Wyndham Lancaster / PA Dutch Country;Frisco;9;https://traffickcam.com/images/2017/8/20160717_133015_NAFVXM.jpg;Hotel 'Wingate By Wyndham Lancaster / PA Dutch Country' at  Frisco with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);747;4;1;1;1;0;0;0;0;1;0;0;1
Three Cities Gateway Hotel;Port Aransas;9;https://traffickcam.com/images/2017/8/20160717_135246_8QR8ZA.jpg;Hotel 'Three Cities Gateway Hotel' at  Port Aransas with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);507;5;1;1;1;1;0;0;1;1;1;1;3
Novotel London Waterloo;Dijon;2;https://traffickcam.com/images/2017/8/20160717_140317_F6YWEG.jpg;Hotel 'Novotel London Waterloo' at  Dijon with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);626;5;1;1;1;0;0;1;0;1;0;0;5
Hampton Inn Holland;St. Petersburg;6;https://traffickcam.com/images/2017/8/20160717_140609_S98A8J.jpg;Hotel 'Hampton Inn Holland' at  St. Petersburg with parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);832;3;1;0;0;0;1;1;0;1;1;1;2
Red Roof Inn Morehead;Vienna;9;https://traffickcam.com/images/2017/8/20160717_143146_2G9VSJ.jpg;Hotel 'Red Roof Inn Morehead' at  Vienna with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);538;2;1;1;1;1;0;0;1;1;0;0;1
Comfort Inn Port Hope;Kuala Lumpur;10;https://traffickcam.com/images/2017/8/20160717_150332_9BCQ2H.jpg;Hotel 'Comfort Inn Port Hope' at  Kuala Lumpur without parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);77;5;0;1;1;1;0;0;0;0;0;0;6
The Maverick Inn;Madrid;7;https://traffickcam.com/images/2017/8/20160717_152233_YWEUWW.jpg;Hotel 'The Maverick Inn' at  Madrid with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);844;3;1;0;1;1;1;1;0;0;1;0;4
The Kirkley Hotel & Conference Center Lynchburg;Lohovo;3;https://traffickcam.com/images/2017/8/20160717_165411_69JSVZ.jpg;Hotel 'The Kirkley Hotel & Conference Center Lynchburg' at  Lohovo without parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);705;2;0;1;1;1;0;0;0;1;1;1;5
Super 8 Oxford;Krakow;1;https://traffickcam.com/images/2017/8/20160717_201746_4QG58S.jpg;Hotel 'Super 8 Oxford' at  Krakow without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);948;4;0;1;1;0;1;1;0;0;0;1;1
VIK Hotel San Antonio;Madrid;10;https://traffickcam.com/images/2017/8/20160717_210239_NSMS17.jpg;Hotel 'VIK Hotel San Antonio' at  Madrid with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);885;3;1;0;1;0;0;1;1;0;0;0;3
Hotel Omni Mont-Royal;Madrid;2;https://traffickcam.com/images/2017/8/20160717_234752_GDYGWL.jpg;Hotel 'Hotel Omni Mont-Royal' at  Madrid with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);885;3;1;0;0;1;0;0;1;0;0;0;2
Corfos Hotel;Madrid;10;https://traffickcam.com/images/2017/8/20160718_005426_2RKRE9.jpg;Hotel 'Corfos Hotel' at  Madrid with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);638;5;1;0;0;1;0;0;1;0;0;0;3
Granny Mouse Country House & Spa;Okinawa City;7;https://traffickcam.com/images/2017/8/20160718_005520_Y5BDDV.jpg;Hotel 'Granny Mouse Country House & Spa' at  Okinawa City with parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);238;5;1;0;0;1;1;1;1;0;1;1;1
Blockade Runner Beach Resort;Olpenitz;6;https://traffickcam.com/images/2017/8/20160718_011655_ECHO7Y.jpg;Hotel 'Blockade Runner Beach Resort' at  Olpenitz without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);662;3;0;0;0;1;0;0;0;1;0;1;4
The Lygon Arms;Hassan;9;https://traffickcam.com/images/2017/8/20160718_014743_MM3N8N.jpg;Hotel 'The Lygon Arms' at  Hassan with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);265;2;1;1;0;1;1;0;1;1;1;1;3
Quality Inn;Altefahr;7;https://traffickcam.com/images/2017/8/20160718_030333_6G4URE.jpg;Hotel 'Quality Inn' at  Altefahr with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);619;5;1;0;1;0;1;0;0;1;1;0;5
L'Auberge Casino Hotel Baton Rouge;Thalfang;8;https://traffickcam.com/images/2017/8/20160718_050840_QJ1M5W.jpg;Hotel 'L'Auberge Casino Hotel Baton Rouge' at  Thalfang without parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);446;2;0;0;1;0;1;1;0;0;0;1;1
Shores of Panama by Emerald View Resorts;Graasten;4;https://traffickcam.com/images/2017/8/20160718_052453_OZUWX9.jpg;Hotel 'Shores of Panama by Emerald View Resorts' at  Graasten with parking place,  without restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);344;3;1;0;1;0;1;0;0;1;1;1;1
Berjaya Times Square Hotel;Wulingyuan;9;https://traffickcam.com/images/2017/8/20160718_153106_35JUBY.jpg;Hotel 'Berjaya Times Square Hotel' at  Wulingyuan with parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);528;1;1;0;1;0;0;0;1;0;1;1;3
Best Western Hotel Inca;Chwilog;8;https://traffickcam.com/images/2017/8/20160718_162401_B3SDAU.jpg;Hotel 'Best Western Hotel Inca' at  Chwilog without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);556;5;0;0;0;1;0;0;1;0;0;0;5
Comfort Inn Kokomo;Hampton Beach;3;https://traffickcam.com/images/2017/8/20160718_163130_RMO0HO.jpg;Hotel 'Comfort Inn Kokomo' at  Hampton Beach with parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);290;2;1;1;0;1;1;1;0;0;1;1;3
Comfort Inn Fremont;Saint-Jean-d'Aulps;4;https://traffickcam.com/images/2017/8/20160718_200906_Q3SAVT.jpg;Hotel 'Comfort Inn Fremont' at  Saint-Jean-d'Aulps without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);454;4;0;0;0;0;0;1;0;0;1;1;5
Comfort Inn Layton;Montauroux;1;https://traffickcam.com/images/2017/8/20160718_204937_XTTTYB.jpg;Hotel 'Comfort Inn Layton' at  Montauroux without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);307;3;0;1;0;1;0;1;0;1;0;1;6
Parklands Hotel & Apartments;Saint-Etienne;1;https://traffickcam.com/images/2017/8/20160718_215657_GZBJ9S.jpg;Hotel 'Parklands Hotel & Apartments' at  Saint-Etienne with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);870;4;1;1;0;1;0;1;0;0;1;0;2
Rocha Brava Village Resort;Madrid;9;https://traffickcam.com/images/2017/8/20160718_232217_ZXFSQD.jpg;Hotel 'Rocha Brava Village Resort' at  Madrid with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);496;3;1;1;1;0;1;1;1;1;1;0;1
Sundial Lodge by All Seasons Resort Lodging;Canaules-et Argentiere;5;https://traffickcam.com/images/2017/8/20160718_232552_H1GZ32.jpg;Hotel 'Sundial Lodge by All Seasons Resort Lodging' at  Canaules-et Argentiere with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);997;4;1;1;0;1;0;0;0;0;0;0;4
Hampton Inn & Suites Athens I-65;Benllech;3;https://traffickcam.com/images/2017/8/20160718_234438_CDONCY.jpg;Hotel 'Hampton Inn & Suites Athens I-65' at  Benllech with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);807;3;1;0;0;1;0;1;0;1;0;1;2
Hilton Knoxville;Biot;2;https://traffickcam.com/images/2017/8/20160718_235648_NCPAFN.jpg;Hotel 'Hilton Knoxville' at  Biot without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);216;2;0;0;0;1;0;0;1;0;0;0;1
Surfside Lodge Oceanfront;El Tarter;9;https://traffickcam.com/images/2017/8/20160719_012215_MYLK7O.jpg;Hotel 'Surfside Lodge Oceanfront' at  El Tarter with parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);984;1;1;0;0;0;0;1;1;0;0;1;1
Hotel Du Soleil;Sankt Lorenzen;9;https://traffickcam.com/images/2017/8/20160719_020941_P45FAF.jpg;Hotel 'Hotel Du Soleil' at  Sankt Lorenzen without parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);404;5;0;1;0;1;1;0;0;0;0;0;1
Bay Valley Resort & Conference Centre;Abbiadori;1;https://traffickcam.com/images/2017/8/20160719_024135_8RKK7E.jpg;Hotel 'Bay Valley Resort & Conference Centre' at  Abbiadori without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);473;3;0;0;1;0;0;0;0;0;1;0;4
St James Apartments Queenstown;Sea Ranch;2;https://traffickcam.com/images/2017/8/20160719_030633_9YUHZK.jpg;Hotel 'St James Apartments Queenstown' at  Sea Ranch without parking place,  without restaurant,  allowing pets, and etc. is waiting for you :);253;5;0;0;1;1;0;0;0;0;1;1;2
Mantra French Quarter Noosa;Cape Town;4;https://traffickcam.com/images/2017/8/20160719_112834_ZX9VMA.jpg;Hotel 'Mantra French Quarter Noosa' at  Cape Town without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);70;1;0;1;0;1;0;0;1;0;1;1;6
Mercure Rouen Champ Mars;Sibenik;2;https://traffickcam.com/images/2017/8/20160719_120037_PUKCN2.jpg;Hotel 'Mercure Rouen Champ Mars' at  Sibenik without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);903;4;0;1;1;1;1;1;1;0;0;1;2
Holiday Inn Express & Suites Richmond;Liverpool;4;https://traffickcam.com/images/2017/8/20160719_125142_Z2C8M0.jpg;Hotel 'Holiday Inn Express & Suites Richmond' at  Liverpool with parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);31;4;1;1;1;0;0;1;1;0;0;1;1
Comfort Inn And Suites Paw Paw;Makarska;7;https://traffickcam.com/images/2017/8/20160719_143122_B9DANV.jpg;Hotel 'Comfort Inn And Suites Paw Paw' at  Makarska without parking place,  without restaurant,  not allowing pets, and etc. is waiting for you :);309;4;0;0;0;0;0;0;0;1;1;1;3
Radisson Plaza Hotel at Kalamazoo Center;Krnica;5;https://traffickcam.com/images/2017/8/20160719_182559_40OU8M.jpg;Hotel 'Radisson Plaza Hotel at Kalamazoo Center' at  Krnica without parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);36;1;0;1;0;0;1;0;0;1;0;0;5
InterContinental Beijing Financial Street;Kaè≠tela;10;https://traffickcam.com/images/2017/8/20160719_194359_L6W3N1.jpg;Hotel 'InterContinental Beijing Financial Street' at  Kaè≠tela without parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);149;4;0;1;1;1;1;0;0;1;1;1;6
Great National Breaffy Woods Hotel;Madrid;2;https://traffickcam.com/images/2017/8/20160719_203233_RWFJ67.jpg;Hotel 'Great National Breaffy Woods Hotel' at  Madrid without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);989;4;0;1;0;0;0;0;0;1;0;1;1
Gran Hotel Flamingo;Builth Wells;3;https://traffickcam.com/images/2017/8/20160719_204753_JLPBUF.jpg;Hotel 'Gran Hotel Flamingo' at  Builth Wells with parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);494;4;1;1;0;0;0;1;1;1;0;0;3
TRYP Campinas Hotel;Hajduszoboszlo;9;https://traffickcam.com/images/2017/8/20160719_210112_VB48HN.jpg;Hotel 'TRYP Campinas Hotel' at  Hajduszoboszlo without parking place,  with restaurant,  allowing pets, and etc. is waiting for you :);95;3;0;1;1;1;0;0;0;1;0;0;6
Sol Beach House Menorca - Adults only;Livorno;2;https://traffickcam.com/images/2017/8/20160719_215956_RPVQ3R.jpg;Hotel 'Sol Beach House Menorca - Adults only' at  Livorno with parking place,  without restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);950;5;1;0;0;0;1;0;1;0;0;1;1
Hampton Inn Fremont;Civitella Casanova;4;https://traffickcam.com/images/2017/8/20160719_230507_U5IOT8.jpg;Hotel 'Hampton Inn Fremont' at  Civitella Casanova with parking place,  with restaurant,  allowing pets, with swimming pooland etc. is waiting for you :);341;4;1;1;1;0;1;0;1;0;0;0;1
Gallia Palace Hotel;Gaiole in Chianti;6;https://traffickcam.com/images/2017/8/20160719_232853_6C964J.jpg;Hotel 'Gallia Palace Hotel' at  Gaiole in Chianti without parking place,  with restaurant,  not allowing pets, with swimming pooland etc. is waiting for you :);935;4;0;1;0;1;1;0;1;0;0;0;4
Fairfield Inn & Suites by Marriott Brookings;Madrid;2;https://traffickcam.com/images/2017/8/20160720_002234_JW6Z1P.jpg;Hotel 'Fairfield Inn & Suites by Marriott Brookings' at  Madrid without parking place,  with restaurant,  not allowing pets, and etc. is waiting for you :);799;4;0;1;0;0;0;0;0;1;0;1;1
